player1,player2,strat_1,strat_2,balance_code,playerwin
pigeon,creilly1,HK,BK,,creilly1
probablytom,creilly2,MR,BW,,probablytom
tanini,creilly2,BG,BW,,creilly2
Nari,Etess,GH,AG,,Nari
alan,Jules_217,AR,KW,,alan
dalinar,tanini,GR,GR,,tanini
tanini,creilly1,BR,GM,,tanini
creilly2,creilly1,MR,GM,,creilly1
pigeon,EarlofSurl,AM,MW,,pigeon
Etess,EarlofSurl,BG,GW,,EarlofSurl
ruadh_mor,ECDr,HK,GR,,ruadh_mor
sidb,demander,KM,MR,,sidb
sidb,tanini,GR,GM,,tanini
frick,CalHaribo,AK,HR,,CalHaribo
ECDr,Marta,MR,AB,,Marta
Marta,Etess,BM,AG,,Marta
Nari,dalinar,HK,GR,,Nari
Etess,Nari,GW,HK,,Nari
pigeon,EarlofSurl,GM,MW,,pigeon
Frp97,cats,KW,KR,,Frp97
Nari,ruadh_mor,KM,HK,,ruadh_mor
l17r,CalHaribo,AG,GH,,l17r
probablytom,tanini,BH,BR,,probablytom
l17r,EarlofSurl,BM,MW,,EarlofSurl
CalHaribo,l17r,HM,AH,,CalHaribo
Nari,ruadh_mor,GH,HK,,ruadh_mor
tanini,probablytom,BG,AR,,tanini
ECDr,Etess,GW,BG,,Etess
Marta,Luca1802,BM,GM,,Luca1802
ruadh_mor,ECDr,HK,GW,,ECDr
probablytom,Marta,BH,HM,,probablytom
sidb,Etess,GR,AG,,sidb
Beth,versatile,GM,AH,,Beth
ECDr,versatile,MR,AR,,versatile
georgedo,Gerr,MR,RW,,georgedo
Kjreid,versatile,KR,MR,,Kjreid
Ellen,creilly1,RW,AM,,Ellen
probablytom,creilly1,BH,BM,,probablytom
timri,cptKav,HK,AK,,cptKav
Mando,l17r,KR,HK,,l17r
CalHaribo,creilly1,GH,HM,,CalHaribo
Ellen,timri,HR,HK,,Ellen
cute320215,creilly1,HK,BW,,cute320215
LewisDyer,apropos0,HW,BW,,apropos0
georgedo,CalHaribo,MR,BH,,CalHaribo
Ellen,versatile,GW,MR,,versatile
georgedo,Ellen,MR,RW,,georgedo
norgart,ECDr,AK,GM,,norgart
Paddy,timri,AK,HK,,Paddy
timri,versatile,HK,MR,,versatile
timri,versatile,AK,MR,,timri
Ellen,creilly1,GM,AG,,creilly1
pigeon,EarlofSurl,GM,GM,,pigeon
ECDr,Ellen,AR,GW,,Ellen
pigeon,EarlofSurl,GM,GM,,EarlofSurl
georgedo,pigeon,MR,HK,,georgedo
Ellen,Cm83,AR,AH,,Ellen
pigeon,EarlofSurl,MR,GM,,EarlofSurl
gummytribble,apropos0,AR,KW,,apropos0
Ellen,ECDr,GM,GW,,ECDr
norgart,Ellen,AH,GR,,Ellen
Paddy,timri,KR,HK,,timri
norgart,pigeon,AH,AH,,norgart
gummytribble,creilly1,AH,GM,,creilly1
versatile,creilly1,MR,HM,,versatile
versatile,Paddy,MR,KR,,versatile
apropos0,Ellen,KW,GW,,Ellen
ECDr,ruadh_mor,KM,HK,,ECDr
versatile,Ellen,MR,GW,,versatile
gummytribble,versatile,HW,MR,,gummytribble
apropos0,Kjreid,GW,KW,,apropos0
versatile,apropos0,MR,GW,,apropos0
versatile,apropos0,MR,RW,,versatile
Alliyana,bladestoe,AM,RW,,bladestoe
versatile,apropos0,MR,GW,,apropos0
Ellen,versatile,GR,AM,,Ellen
Paddy,timri,AK,HK,,Paddy
gummytribble,asdf,AH,KM,,asdf
Kjreid,asdf,AK,KM,,asdf
asdf,gummytribble,GM,HW,,asdf
Ellen,gummytribble,RW,HW,,gummytribble
Jamie,cwallis,KR,AH,,Jamie
Beth,asdf,GM,KM,,asdf
probablytom,Jamie,GR,AR,,probablytom
probablytom,cwallis,AB,HK,,probablytom
cwallis,Jamie,KR,AR,,Jamie
cwallis,demander,AH,AW,,cwallis
cwallis,probablytom,AH,HK,,probablytom
Jamie,probablytom,KR,GR,,probablytom
Jamie,cwallis,HR,AW,,Jamie
cwallis,Jamie,BK,RW,,Jamie
Jamie,probablytom,RW,HM,,probablytom
cwallis,probablytom,KW,KM,,cwallis
gummytribble,Paddy,HW,KR,,gummytribble
cwallis,probablytom,BM,MW,,cwallis
cwallis,probablytom,GM,MR,,cwallis
Beth,cwallis,BM,AK,,cwallis
cwallis,Jamie,BM,BW,,Jamie
Beth,Jamie,GK,BW,,Beth
Jamie,probablytom,MW,MR,,probablytom
cwallis,probablytom,AM,MW,,probablytom
demander,cwallis,MR,AW,,cwallis
Jamie,cwallis,MW,MW,,cwallis
cwallis,Jamie,MW,GW,,cwallis
Ellen,Jamie,AH,AR,,Ellen
Jamie,cwallis,GW,AB,,Jamie
cwallis,Jamie,MW,BW,,cwallis
Jamie,cwallis,GM,BG,,cwallis
cwallis,Jamie,BW,MW,,cwallis
Ellen,cwallis,AH,HK,,Ellen
Jamie,Ellen,GW,GW,,Jamie
Jamie,cwallis,BG,MW,,Jamie
Jamie,cwallis,BG,BW,,cwallis
demander,cwallis,GM,MW,,demander
Nari,tanini,GH,BR,,Nari
Jamie,Frp97,BW,KW,,Frp97
cwallis,Jamie,GK,BG,,cwallis
bladestoe,cptKav,MR,BR,,cptKav
Ellen,oxocube,GW,AR,,oxocube
Ellen,cwallis,MW,GM,,Ellen
cptKav,CalHaribo,HK,BH,,CalHaribo
Beth,Ellen,AG,GW,,Ellen
pigeon,EarlofSurl,MW,GM,,pigeon
EarlofSurl,bladestoe,MW,MW,,bladestoe
DoctorW,cats,KR,KW,,cats
DoctorW,Kjreid,MR,KR,,Kjreid
versatile,timri,MR,HK,,versatile
alan,creilly1,BK,GM,,alan
cptKav,creilly1,AB,GM,,cptKav
asdf,timri,KM,HK,,asdf
creilly1,Etess,KR,GW,,Etess
cwallis,EarlofSurl,BW,MW,,EarlofSurl
bladestoe,gummytribble,MW,HK,,bladestoe
cwallis,probablytom,MW,BR,,probablytom
georgedo,tanini,MR,BR,,tanini
Sabotage,Marta,GM,BM,,Marta
Etess,Sabotage,BG,GM,,Sabotage
versatile,apropos0,MR,BW,,versatile
EarlofSurl,DoctorW,MW,GR,,DoctorW
creilly1,Etess,MW,GW,,Etess
kubajj,Paddy,AH,HR,,Paddy
Paddy,kubajj,HR,AR,,Paddy
dalinar,sidb,MR,GR,,dalinar
asdf,cptKav,HK,HW,,cptKav
dalinar,cats,RW,BK,,dalinar
EarlofSurl,cptKav,MW,HW,,cptKav
creilly1,kubajj,AM,KW,,kubajj
Alliyana,apropos0,BM,MW,,Alliyana
kubajj,cptKav,AW,AK,,cptKav
bladestoe,kubajj,MW,AK,,bladestoe
cwallis,gummytribble,BM,HW,,cwallis
apropos0,kubajj,BW,BK,,apropos0
timri,apropos0,HK,GW,,timri
georgedo,eggface,MR,MR,,eggface
EarlofSurl,CalHaribo,MW,BH,,EarlofSurl
pool27,kubajj,HR,KM,,kubajj
pool27,apropos0,AK,GW,,apropos0
pool27,creilly2,RW,BW,,pool27
apropos0,pool27,RW,AH,,pool27
Ellen,cptKav,GW,AG,,Ellen
bladestoe,kubajj,GW,HK,,kubajj
pigeon,bladestoe,BM,GW,,pigeon
bladestoe,Ellen,MR,GW,,Ellen
pigeon,Ellen,MR,GW,,Ellen
kubajj,bladestoe,GH,GW,,bladestoe
Frp97,probablytom,KW,MR,,Frp97
pool27,probablytom,RW,BH,,probablytom
bladestoe,kubajj,RW,GK,,kubajj
georgedo,pigeon,GM,KM,,pigeon
Ellen,bladestoe,GW,GW,,Ellen
Nari,Etess,HK,BG,,Etess
pool27,kubajj,BH,GK,,kubajj
CalHaribo,kubajj,HR,GH,,kubajj
pool27,kubajj,HM,GK,,kubajj
apropos0,pool27,AW,RW,,apropos0
Sabotage,Marta,GM,GM,,Sabotage
EarlofSurl,cptKav,MW,MR,,cptKav
Ellen,probablytom,GW,RW,,Ellen
bcslippers,creilly2,HR,GW,,creilly2
Ellen,cptKav,GW,BR,,Ellen
gummytribble,Nari,AH,GH,,Nari
Ellen,Nari,GW,GH,,Ellen
Alliyana,Marta,AH,AH,,Marta
CalHaribo,Elessar,HR,AR,,CalHaribo
georgedo,tanini,MR,BG,,tanini
georgedo,cptKav,GK,BG,,cptKav
Etess,Paddy,GW,HR,,Etess
Etess,Paddy,GW,RW,,Paddy
kubajj,gummytribble,HR,HR,,gummytribble
kubajj,Alliyana,BK,BM,,kubajj
Etess,kubajj,GW,GK,,Etess
tanini,Ellen,BR,GW,,tanini
kubajj,pool27,GK,AH,,kubajj
Etess,kubajj,GW,GW,,Etess
kubajj,pool27,GM,MW,,pool27
kubajj,pool27,KW,RW,,kubajj
kubajj,pool27,BG,MW,,pool27
pool27,Ellen,MW,GW,,pool27
gummytribble,Ellen,HR,GW,,Ellen
Ellen,pool27,GW,MW,,Ellen
kubajj,Ellen,GR,GW,,Ellen
kubajj,pool27,AG,MW,,kubajj
asdf,pool27,KM,GW,,asdf
Elessar,Marta,AR,AR,,Elessar
bcslippers,pool27,AH,AW,,bcslippers
asdf,Ellen,KM,GW,,asdf
kubajj,pool27,AG,GM,,pool27
Ellen,kubajj,GW,AG,,Ellen
kubajj,pool27,GW,MR,,pool27
pool27,asdf,MR,KM,,pool27
pool27,kubajj,MR,GM,,kubajj
kubajj,pool27,AG,MR,,pool27
rocinante,kubajj,AR,AK,,kubajj
LewisDyer,alan,MW,KR,,alan
Frp97,asdf,KW,KM,,asdf
pool27,kubajj,MW,AG,,pool27
sidb,Sabotage,GR,GM,,Sabotage
Marta,EarlofSurl,HM,MR,,Marta
creilly2,probablytom,RW,BG,,probablytom
rocinante,pool27,AK,MR,,pool27
pool27,kubajj,GM,HM,,kubajj
dalinar,Sabotage,RW,GM,,Sabotage
dalinar,tanini,GW,BR,,dalinar
kubajj,asdf,BG,KM,,asdf
timri,creilly1,HK,BM,,timri
Etess,kubajj,GW,HM,,Etess
creilly1,bcslippers,AG,KR,,bcslippers
alan,sidb,KR,KM,,sidb
kubajj,rocinante,GM,HK,,kubajj
Etess,EarlofSurl,GW,MR,,EarlofSurl
Kjreid,ruadh_mor,KR,HK,,ruadh_mor
DoctorW,EarlofSurl,GR,MW,,EarlofSurl
Etess,Beth,GW,AR,,Etess
norgart,Elessar,AK,AR,,Elessar
Gerr,Ellen,RW,MR,,Gerr
pool27,timri,AR,HK,,pool27
EarlofSurl,kubajj,MR,GM,,EarlofSurl
Paddy,ECDr,RW,GW,,ECDr
dalinar,tanini,GR,BG,,dalinar
apropos0,Paddy,MW,RW,,apropos0
ECDr,Paddy,GW,HR,,ECDr
ECDr,EarlofSurl,GW,MR,,ECDr
probablytom,Paddy,BH,HR,,probablytom
pool27,norgart,GM,AW,,pool27
georgedo,eggface,MR,BM,,eggface
asdf,gummytribble,KM,HR,,asdf
tanini,creilly2,BR,MR,,creilly2
pigeon,creilly2,BM,MR,,creilly2
Nari,norgart,HK,AR,,norgart
pigeon,joanna,MR,AR,,pigeon
LewisDyer,creilly1,RW,GM,,LewisDyer
asdf,cptKav,KM,GH,,cptKav
cptKav,asdf,BM,KM,,cptKav
creilly1,Paddy,AM,BW,,creilly1
l17r,apropos0,AH,GW,,apropos0
Etess,gummytribble,GW,HR,,Etess
gummytribble,cwallis,BW,BW,,cwallis
bcslippers,gummytribble,HR,AH,,bcslippers
gummytribble,creilly1,HR,GM,,creilly1
Kjreid,apropos0,KW,RW,,apropos0
creilly1,Paddy,AM,BW,,creilly1
Paddy,Kjreid,HW,KW,,Kjreid
kubajj,Etess,GM,GW,,Etess
Paddy,Kjreid,BW,RW,,Paddy
cptKav,Etess,AM,GW,,Etess
bcslippers,kubajj,HW,BG,,kubajj
EarlofSurl,kubajj,MR,GW,,kubajj
Ellen,bcslippers,GW,HW,,Ellen
EarlofSurl,kubajj,MR,GW,,EarlofSurl
EarlofSurl,kubajj,MR,GM,,kubajj
gummytribble,kubajj,KM,GK,,gummytribble
gummytribble,pigeon,HM,MR,,gummytribble
kubajj,gummytribble,KM,BM,,gummytribble
kubajj,gummytribble,GW,HM,,kubajj
kubajj,gummytribble,BM,GM,,gummytribble
kubajj,gummytribble,GW,MW,,gummytribble
kubajj,gummytribble,AK,GM,,kubajj
kubajj,Etess,MW,GW,,Etess
Etess,Paddy,GW,BW,,Etess
bcslippers,gummytribble,AK,KM,,gummytribble
kubajj,Etess,GW,GW,,kubajj
kubajj,EarlofSurl,GM,MR,,EarlofSurl
kubajj,ECDr,GW,GW,,ECDr
Paddy,apropos0,BW,MW,,apropos0
gummytribble,ECDr,HW,GW,,ECDr
ECDr,apropos0,GW,MW,,apropos0
kubajj,gummytribble,GM,MR,,gummytribble
Paddy,gummytribble,BW,MR,,gummytribble
Paddy,ECDr,BW,MW,,ECDr
ECDr,gummytribble,AW,MR,,gummytribble
kubajj,apropos0,GW,MW,,apropos0
kubajj,apropos0,KM,MW,,kubajj
apropos0,kubajj,MW,KM,,apropos0
kubajj,Etess,GW,GW,,Etess
gummytribble,cptKav,HM,HK,,cptKav
Paddy,Nari,BW,HK,,Nari
Marta,EarlofSurl,BM,MR,,Marta
Paddy,EarlofSurl,BW,MR,,Paddy
Gerr,Ellen,MW,MR,,Gerr
l17r,RandomUser,BM,HR,,l17r
Jamie,Beth,GW,KR,,Jamie
cwallis,Jamie,BK,BG,,Jamie
timri,Sabotage,HK,GM,,Sabotage
timri,Sabotage,HK,GM,,Sabotage
Beth,Sabotage,BW,GM,,Sabotage
bcslippers,cptKav,BK,BG,,cptKav
creilly2,probablytom,RW,BG,,probablytom
probablyrob,probablytom,AK,AB,,probablytom
MarkyMark74,whiplash,AR,HR,,MarkyMark74
probablyrob,MarkyMark74,AH,HR,,MarkyMark74
EarlofSurl,Paddy,GR,BW,,EarlofSurl
creilly1,whiplash,AM,AR,,creilly1
probablyrob,whiplash,AR,AH,,whiplash
timri,probablyrob,HK,AH,,timri
cwallis,whiplash,BK,AK,,cwallis
cwallis,MarkyMark74,BK,AK,,cwallis
cwallis,demander,BK,GM,,cwallis
timri,whiplash,HK,KR,,whiplash
cwallis,Beth,BK,GH,,cwallis
probablyrob,demander,RW,HR,,demander
Paddy,whiplash,MW,AW,,whiplash
probablyrob,yasmin_f,HR,AK,,yasmin_f
creilly1,Paddy,AM,BW,,Paddy
kubajj,probablytom,KM,MR,,kubajj
ECDr,EarlofSurl,GW,GR,,EarlofSurl
probablytom,MarkyMark74,AW,HK,,MarkyMark74
MarkyMark74,yasmin_f,AR,AK,,yasmin_f
Paddy,ECDr,BW,KR,,Paddy
probablyrob,yasmin_f,BR,AK,,probablyrob
gummytribble,Paddy,MR,BW,,gummytribble
kubajj,yasmin_f,GM,AK,,yasmin_f
timri,probablyrob,AH,HR,,probablyrob
probablyrob,yasmin_f,MR,AK,,probablyrob
whiplash,yasmin_f,AB,AK,,yasmin_f
kubajj,EarlofSurl,KM,GR,,kubajj
probablyrob,yasmin_f,GH,AK,,probablyrob
kubajj,probablyrob,KM,MR,,probablyrob
Paddy,ECDr,GW,GM,,ECDr
creilly1,demander,AM,GR,,creilly1
Paddy,yasmin_f,GW,AK,,yasmin_f
probablyrob,yasmin_f,MR,AR,,probablyrob
kubajj,apropos0,GM,RW,,kubajj
probablytom,whiplash,HR,AH,,probablytom
cwallis,Jamie,BK,GW,,cwallis
DoctorW,Frp97,GR,KW,,DoctorW
EarlofSurl,yasmin_f,GR,AK,,EarlofSurl
kubajj,whiplash,KM,AM,,kubajj
creilly1,Nari,MW,HK,,creilly1
probablyrob,Deanerbeck,BR,AR,,Deanerbeck
creilly1,Sabotage,MW,GM,,creilly1
whiplash,creilly1,BM,MW,,creilly1
bcslippers,Nari,KR,GH,,Nari
Ellen,bcslippers,GW,AK,,bcslippers
gummytribble,creilly1,MR,MW,,gummytribble
whiplash,creilly1,BW,MW,,creilly1
timri,Deanerbeck,HK,AH,,timri
whiplash,bcslippers,BG,BM,,bcslippers
bcslippers,whiplash,HM,RW,,bcslippers
Paddy,gummytribble,GW,MR,,gummytribble
cptKav,whiplash,AH,BK,,whiplash
kubajj,ECDr,KM,GW,,kubajj
creilly1,yasmin_f,AM,AK,,creilly1
Deanerbeck,kubajj,AH,KM,,kubajj
Ellen,Deanerbeck,AK,AK,,Ellen
kubajj,Deanerbeck,GM,AW,,Deanerbeck
norgart,Ellen,BH,GW,,Ellen
ECDr,gummytribble,GW,KR,,ECDr
gummytribble,Paddy,MR,GW,,Paddy
Ellen,Marv_911,GW,AK,,Ellen
Paddy,norgart,BW,BW,,norgart
apropos0,Nari,BM,GH,,apropos0
kubajj,Ellen,KM,GW,,Ellen
gummytribble,creilly1,MR,MW,,gummytribble
Nari,Deanerbeck,GH,AH,,Nari
Deanerbeck,creilly1,AB,AM,,creilly1
creilly1,Luca1802,AG,GM,,Luca1802
creilly2,tanini,GW,BM,,tanini
creilly2,creilly1,RW,AG,,creilly2
gummytribble,bcslippers,MR,BM,,gummytribble
cwallis,Marta,BW,BM,,cwallis
alan,DoctorW,KR,BR,,DoctorW
Nari,ruadh_mor,GH,HK,,Nari
Marta,pool27,BM,MR,,Marta
pool27,ruadh_mor,GM,KR,,pool27
pool27,creilly1,GM,GR,,creilly1
creilly1,Deanerbeck,GW,AB,,Deanerbeck
ruadh_mor,bladestoe,HK,MR,,bladestoe
creilly2,tanini,RW,RW,,creilly2
creilly2,tanini,MR,BR,,creilly2
tanini,creilly2,BH,RW,,tanini
tanini,creilly2,GH,MR,,tanini
Luca1802,ECDr,GM,GW,,ECDr
ECDr,yasmin_f,GR,AK,,ECDr
creilly2,tanini,AG,HM,,tanini
Frp97,LewisDyer,HM,AH,,LewisDyer
Kjreid,creilly2,RW,MR,,creilly2
DoctorW,apropos0,GR,MW,,DoctorW
l17r,Mando,AR,AK,,Mando
timri,alan,HK,BK,,alan
alan,cptKav,BK,AR,,cptKav
Ellen,creilly1,GW,GW,,creilly1
Deanerbeck,creilly1,BM,GR,,Deanerbeck
Deanerbeck,creilly1,MR,GR,,Deanerbeck
creilly1,Deanerbeck,GR,BW,,Deanerbeck
creilly1,Deanerbeck,GW,MR,,creilly1
creilly1,Deanerbeck,GW,AR,,creilly1
creilly1,Sabotage,MW,GM,,creilly1
creilly1,Ellen,GW,GW,,creilly1
creilly1,Deanerbeck,GW,AR,,Deanerbeck
creilly1,Paddy,GR,GW,,Paddy
Paddy,Deanerbeck,GW,AR,,Paddy
Ellen,Sabotage,GW,GM,,Ellen
Paddy,kubajj,GW,KM,,Paddy
kubajj,Ellen,KM,GW,,Ellen
kubajj,creilly1,KM,GW,,creilly1
Alliyana,kubajj,GM,GK,,Alliyana
creilly1,kubajj,GW,GW,,kubajj
kubajj,creilly1,BM,AG,,kubajj
kubajj,creilly1,BM,AG,,kubajj
creilly1,kubajj,MW,BM,,kubajj
probablyrob,mumdoc,MR,AR,,mumdoc
creilly1,kubajj,GW,BM,,creilly1
creilly1,ECDr,GW,GW,,creilly1
tanini,kubajj,BR,MR,,tanini
bcslippers,creilly1,GM,AG,,creilly1
ECDr,gummytribble,GW,MR,,ECDr
whiplash,Paddy,AB,GW,,Paddy
creilly1,kubajj,GW,MR,,kubajj
georgedo,probablytom,GK,BH,,georgedo
Deanerbeck,cptKav,AR,BM,,cptKav
mumdoc,probablyrob,HR,BG,,probablyrob
creilly1,DavetheRave,GW,AK,,creilly1
probablyrob,creilly2,BM,GW,,creilly2
whiplash,Deanerbeck,BW,AH,,Deanerbeck
Deanerbeck,Frp97,AH,KW,,Deanerbeck
probablyrob,yasmin_f,GR,AK,,yasmin_f
georgedo,tanini,GH,BR,,tanini
Deanerbeck,kubajj,MR,MR,,kubajj
georgedo,tanini,MR,GH,,tanini
Deanerbeck,creilly1,AR,GW,,creilly1
probablyrob,cwallis,MR,BK,,probablyrob
Jamie,cwallis,GH,BK,,cwallis
cwallis,Jamie,BM,MR,,cwallis
Jamie,cwallis,BR,BG,,Jamie
probablyrob,creilly2,GH,RW,,probablyrob
kubajj,creilly2,MR,MR,,creilly2
MhairiM,creilly1,AR,GW,,creilly1
Jamie,cwallis,BR,GW,,Jamie
MhairiM,cwallis,AK,BG,,MhairiM
Jamie,cwallis,BK,AG,,Jamie
cwallis,kubajj,GW,MR,,kubajj
Jamie,MhairiM,BR,AK,,MhairiM
probablyrob,MhairiM,GH,KR,,probablyrob
cwallis,whiplash,BM,AM,,cwallis
MhairiM,whiplash,AR,AG,,whiplash
probablytom,Jamie,BH,GH,,probablytom
probablyrob,cwallis,GH,BW,,probablyrob
Jamie,cwallis,BG,GR,,Jamie
Jamie,MhairiM,BR,HR,,MhairiM
Jamie,cwallis,BW,MR,,cwallis
Frp97,creilly2,GR,BG,,Frp97
cwallis,creilly1,BG,GW,,cwallis
Jamie,cwallis,BG,AG,,Jamie
Jamie,MhairiM,BK,RW,,Jamie
creilly1,ECDr,GW,MW,,ECDr
whiplash,creilly1,BW,GW,,whiplash
Jamie,cwallis,BK,BW,,cwallis
cwallis,probablyrob,GW,BW,,cwallis
probablyrob,Jamie,GH,BK,,probablyrob
dalinar,Etess,GR,BG,,Etess
dalinar,tanini,MR,BG,,tanini
tanini,kubajj,BH,MR,,kubajj
Deanerbeck,whiplash,MR,GW,,Deanerbeck
dalinar,tanini,GR,HM,,dalinar
tanini,dalinar,BH,RW,,tanini
dalinar,tanini,GR,BR,,dalinar
dalinar,tanini,BM,GM,,dalinar
dalinar,tanini,BR,BM,,tanini
dalinar,tanini,BG,BW,,dalinar
probablytom,MhairiM,AB,AW,,probablytom
Jamie,MhairiM,BK,AB,,Jamie
Jamie,MhairiM,BG,BW,,MhairiM
whiplash,Jamie,BG,BK,,whiplash
dalinar,tanini,BR,BR,,dalinar
probablyrob,walshy1066,GH,AR,,walshy1066
kubajj,whiplash,MR,BG,,whiplash
kubajj,Jamie,MR,BK,,kubajj
Jamie,kubajj,GM,GM,,kubajj
kubajj,cwallis,MR,GR,,cwallis
Jamie,kubajj,BM,MR,,Jamie
Jamie,cwallis,BK,GW,,Jamie
Jamie,cwallis,BK,GW,,Jamie
kubajj,Jamie,BW,BR,,Jamie
kubajj,cwallis,KM,GH,,kubajj
Jamie,kubajj,BK,MR,,kubajj
cwallis,Jamie,GH,BR,,cwallis
probablytom,Beth,BH,BW,,probablytom
Beth,Jamie,AG,BK,,Jamie
kubajj,Jamie,MR,BK,,Jamie
kubajj,Jamie,MR,BK,,kubajj
cwallis,demander,GH,HR,,demander
cwallis,Beth,GH,BW,,Beth
Jamie,cwallis,BK,BW,,Jamie
timri,Sabotage,HK,GM,,Sabotage
kubajj,cwallis,MR,BG,,cwallis
Jamie,kubajj,BK,MR,,kubajj
creilly1,creilly2,GW,GW,,creilly1
Jamie,kubajj,BR,MR,,Jamie
cwallis,kubajj,BG,BM,,kubajj
cwallis,Jamie,GM,BR,,cwallis
kubajj,cwallis,MR,GM,,cwallis
Ellen,kubajj,GW,MR,,kubajj
Jamie,creilly1,BK,GW,,creilly1
Jamie,cwallis,GR,GH,,Jamie
kubajj,cwallis,MR,GH,,cwallis
Deanerbeck,Jamie,MR,BK,,Jamie
whiplash,Felix42,BG,KR,,Felix42
kubajj,Felix42,MR,AH,,Felix42
kubajj,creilly1,MR,GW,,kubajj
Felix42,kubajj,AW,MR,,kubajj
Jamie,cwallis,KM,GW,,cwallis
kubajj,creilly1,MR,BG,,kubajj
tanini,creilly2,BH,GW,,tanini
Jamie,kubajj,BG,MR,,kubajj
tanini,creilly2,BG,GM,,creilly2
Jamie,creilly2,BG,RW,,creilly2
Felix42,Deanerbeck,AW,MR,,Deanerbeck
Felix42,kubajj,AB,MR,,kubajj
Felix42,cwallis,AH,GH,,cwallis
tanini,walshy1066,BG,KR,,walshy1066
kubajj,Felix42,GW,MR,,Felix42
Nari,Deanerbeck,GH,AB,,Deanerbeck
kubajj,walshy1066,MR,AR,,walshy1066
cwallis,whiplash,GH,GW,,whiplash
kubajj,Felix42,MR,MR,,kubajj
Jamie,cwallis,KR,GH,,cwallis
Felix42,whiplash,AH,GW,,whiplash
kubajj,Felix42,MR,MR,,Felix42
kubajj,whiplash,MR,BG,,whiplash
kubajj,Felix42,AH,MR,,Felix42
Paddy,Jamie,GW,BG,,Jamie
whiplash,kubajj,AG,MR,,kubajj
kubajj,Felix42,MR,MR,,kubajj
Felix42,kubajj,MR,MW,,Felix42
cwallis,probablytom,GW,MW,,cwallis
Deanerbeck,Luca1802,AR,GM,,Luca1802
cwallis,Jamie,GW,BR,,Jamie
probablytom,Luca1802,BH,GM,,probablytom
Frp97,Jamie,BW,KR,,Frp97
Jamie,Ellen,BK,GW,,Ellen
tanini,cptKav,BR,BW,,cptKav
timri,Jamie,HK,BK,,timri
creilly1,Deanerbeck,GW,RW,,creilly1
Jamie,cwallis,KR,BM,,Jamie
kubajj,Frp97,MR,BW,,Frp97
Ellen,cwallis,GW,BG,,cwallis
Deanerbeck,Frp97,BW,BW,,Deanerbeck
cwallis,ECDr,GW,GW,,cwallis
creilly1,Frp97,GW,BW,,creilly1
cwallis,creilly2,GR,RW,,creilly2
Jamie,cwallis,RW,GW,,cwallis
creilly1,Deanerbeck,GW,MR,,creilly1
cwallis,Jamie,GH,BK,,cwallis
Jamie,cwallis,BG,KW,,cwallis
Jamie,Ellen,BR,GW,,Jamie
Jamie,cwallis,KR,GR,,cwallis
Jamie,cwallis,BK,BM,,Jamie
Jamie,cwallis,BK,AB,,Jamie
Etess,pigeon,GW,MR,,pigeon
Jamie,cwallis,BG,GW,,cwallis
Jamie,cwallis,BH,GH,,cwallis
Jamie,cwallis,BK,GH,,cwallis
Ellen,kubajj,GW,MR,,kubajj
probablyrob,Beth,BR,BW,,Beth
norgart,LewisDyer,AW,MW,,LewisDyer
norgart,kubajj,GM,MR,,norgart
timri,creilly2,HK,GW,,timri
ECDr,norgart,GW,KW,,norgart
MhairiM,creilly2,BM,MR,,creilly2
tanini,creilly2,BK,GH,,creilly2
norgart,ECDr,GM,GW,,norgart
ECDr,norgart,BW,GM,,norgart
timri,Frp97,HK,BW,,timri
kubajj,Jamie,MR,BK,,kubajj
tanini,elennon,BG,AH,,tanini
ECDr,DoctorW,GW,RW,,ECDr
norgart,MhairiM,GH,BG,,MhairiM
timri,elennon,HK,AH,,elennon
timri,MhairiM,HK,AG,,timri
Etess,creilly1,GW,GW,,creilly1
cptKav,Deanerbeck,MW,HR,,cptKav
kubajj,Etess,KM,GW,,Etess
kubajj,Etess,MR,GW,,Etess
apropos0,elennon,RW,AH,,apropos0
Beth,walshy1066,AM,AR,,walshy1066
apropos0,kubajj,MW,MR,,apropos0
kubajj,elennon,MR,KR,,elennon
apropos0,kubajj,GW,MR,,apropos0
apropos0,demander,RW,HR,,apropos0
elennon,apropos0,KW,GW,,apropos0
ruadh_mor,gummytribble,BK,MR,,gummytribble
alan,ruadh_mor,BK,HK,,alan
probablytom,cwallis,GM,GM,,probablytom
tanini,cwallis,BR,BG,,tanini
Jamie,cwallis,GW,MW,,Jamie
cwallis,demander,BG,GM,,cwallis
apropos0,creilly2,GW,GW,,apropos0
tanini,creilly2,HM,RW,,tanini
creilly1,Deanerbeck,GW,RW,,creilly1
Etess,Deanerbeck,GW,BM,,Deanerbeck
timri,elennon,HK,HK,,elennon
norgart,ECDr,AH,GW,,norgart
apropos0,elennon,GM,BK,,elennon
alan,Marta,KR,HM,,alan
Deanerbeck,ECDr,RW,GW,,ECDr
norgart,ECDr,GM,GW,,norgart
norgart,ECDr,MW,GW,,ECDr
Deanerbeck,elennon,GW,BK,,elennon
norgart,creilly1,GW,GW,,creilly1
probablytom,probablyrob,GW,GH,,probablytom
tanini,kubajj,BM,MR,,kubajj
kubajj,creilly1,MR,MR,,creilly1
pool27,kubajj,GM,MR,,kubajj
tanini,kubajj,BW,MR,,tanini
Deanerbeck,kubajj,AR,MR,,kubajj
pool27,kubajj,HW,MR,,kubajj
kubajj,ECDr,MR,GW,,kubajj
